EV Charger Registration Code,operator,No. of Charging Outlets,evCpId,plugType,chargingSpeed,PostalCode,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,longitude,latitude
R124323Z,VOLT SINGAPORE PTE. LTD.,2,R124323Z-001,CCS 2,120,677730,350,WOODLANDS ROAD,GALI BATU DEPOT,L1,6,Yes,103.7555236,1.3975265
R124323Z,VOLT SINGAPORE PTE. LTD.,2,R124323Z-002,CCS 2,120,677730,350,WOODLANDS ROAD,GALI BATU DEPOT,L1,6,Yes,103.7555236,1.3975265
R124324C,VOLT SINGAPORE PTE. LTD.,2,R124324C-001,CCS 2,120,677730,350,WOODLANDS ROAD,GALI BATU DEPOT,L1,8,Yes,103.7555236,1.3975265
R124324C,VOLT SINGAPORE PTE. LTD.,2,R124324C-002,CCS 2,120,677730,350,WOODLANDS ROAD,GALI BATU DEPOT,L1,8,Yes,103.7555236,1.3975265
R124325G,VOLT SINGAPORE PTE. LTD.,2,R124325G-001,CCS 2,120,677730,350,WOODLANDS ROAD,GALI BATU DEPOT,L1,10,Yes,103.7555236,1.3975265
R124325G,VOLT SINGAPORE PTE. LTD.,2,R124325G-002,CCS 2,120,677730,350,WOODLANDS ROAD,GALI BATU DEPOT,L1,10,Yes,103.7555236,1.3975265
R124406D,NOVOWATT PTE. LTD.,1,R124406D-001,Type 2,22,577178,38,JALAN PEMIMPIN,M38,B1,3,Yes,103.841569,1.3484243
R124407H,NOVOWATT PTE. LTD.,1,R124407H-001,Type 2,22,577178,38,JALAN PEMIMPIN,M38,B1,4,Yes,103.841569,1.3484243
R124769A,CHARGE+ PTE. LTD.,2,R124769A-001,CCS 2,120,487048,430,UPPER CHANGI ROAD,EAST VILLAGE,B1,C62 & C63,Yes,103.9462012,1.3317758
R124769A,CHARGE+ PTE. LTD.,2,R124769A-002,CCS 2,120,487048,430,UPPER CHANGI ROAD,EAST VILLAGE,B1,C62 & C63,Yes,103.9462012,1.3317758
R124770D,CHARGE+ PTE. LTD.,2,R124770D-001,CCS 2,120,528559,1,TAMPINES NORTH DRIVE 1,T-SPACE,L1,C29 & C30,Yes,103.9342037,1.3715316
R124770D,CHARGE+ PTE. LTD.,2,R124770D-002,CCS 2,120,528559,1,TAMPINES NORTH DRIVE 1,T-SPACE,L1,C29 & C30,Yes,103.9342037,1.3715316
R124798D,SHELL SINGAPORE PTE. LTD.,1,R124798D-001,Type 2,22,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,474,Yes,103.8483353,1.3320255
R124799H,SHELL SINGAPORE PTE. LTD.,1,R124799H-001,Type 2,22,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,479,Yes,103.8483353,1.3320255
R124818E,VOLT SINGAPORE PTE. LTD.,2,R124818E-001,CCS 2,60,89315,10,HOE CHIANG ROAD,KEPPEL SOUTH CENTRAL,B1,10,Yes,103.8422382,1.2744025
R124818E,VOLT SINGAPORE PTE. LTD.,2,R124818E-002,CCS 2,60,89315,10,HOE CHIANG ROAD,KEPPEL SOUTH CENTRAL,B1,10,Yes,103.8422382,1.2744025
R124819K,VOLT SINGAPORE PTE. LTD.,2,R124819K-001,CCS 2,180,89315,10,HOE CHIANG ROAD,KEPPEL SOUTH CENTRAL,B1,8,Yes,103.8422382,1.2744025
R124819K,VOLT SINGAPORE PTE. LTD.,2,R124819K-002,CCS 2,180,89315,10,HOE CHIANG ROAD,KEPPEL SOUTH CENTRAL,B1,8,Yes,103.8422382,1.2744025
R124903F,SHELL SINGAPORE PTE. LTD.,2,R124903F-001,CCS 2,60,649674,2,BULIM LINK,HYUNDAI MOTOR GROUP INNOVATION CENTER SINGAPORE (HMGICS),B1,36&37,Yes,103.7115828,1.3536054
R124903F,SHELL SINGAPORE PTE. LTD.,2,R124903F-002,CCS 2,60,649674,2,BULIM LINK,HYUNDAI MOTOR GROUP INNOVATION CENTER SINGAPORE (HMGICS),B1,36&37,Yes,103.7115828,1.3536054
R124964B,GREAT CHARGE PTE. LTD.,2,R124964B-001,CCS 2,180,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,"470, 471",Yes,103.8320221,1.2934227
R124964B,GREAT CHARGE PTE. LTD.,2,R124964B-002,CCS 2,180,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,"470, 471",Yes,103.8320221,1.2934227
R124965F,GREAT CHARGE PTE. LTD.,2,R124965F-001,CCS 2,180,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,"474, 475",Yes,103.8320221,1.2934227
R124965F,GREAT CHARGE PTE. LTD.,2,R124965F-002,CCS 2,180,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,"474, 475",Yes,103.8320221,1.2934227
R124967C,GREAT CHARGE PTE. LTD.,1,R124967C-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,479,Yes,103.8320221,1.2934227
R124968G,GREAT CHARGE PTE. LTD.,1,R124968G-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,480,Yes,103.8320221,1.2934227
R124969R,GREAT CHARGE PTE. LTD.,1,R124969R-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,478,Yes,103.8320221,1.2934227
R124971G,GREAT CHARGE PTE. LTD.,1,R124971G-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,476,Yes,103.8320221,1.2934227
R124972R,GREAT CHARGE PTE. LTD.,1,R124972R-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,473,Yes,103.8320221,1.2934227
R124974H,GREAT CHARGE PTE. LTD.,1,R124974H-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,472,Yes,103.8320221,1.2934227
R124975A,GREAT CHARGE PTE. LTD.,1,R124975A-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,469,Yes,103.8320221,1.2934227
R124978B,GREAT CHARGE PTE. LTD.,1,R124978B-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,468,Yes,103.8320221,1.2934227
R124979F,GREAT CHARGE PTE. LTD.,1,R124979F-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,467,Yes,103.8320221,1.2934227
R124980K,GREAT CHARGE PTE. LTD.,1,R124980K-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,466,Yes,103.8320221,1.2934227
R124981B,GREAT CHARGE PTE. LTD.,1,R124981B-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,465,Yes,103.8320221,1.2934227
R124982F,GREAT CHARGE PTE. LTD.,1,R124982F-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,464,Yes,103.8320221,1.2934227
R124984C,GREAT CHARGE PTE. LTD.,1,R124984C-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,463,Yes,103.8320221,1.2934227
R124985G,GREAT CHARGE PTE. LTD.,1,R124985G-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,462,Yes,103.8320221,1.2934227
R124986R,GREAT CHARGE PTE. LTD.,1,R124986R-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,461,Yes,103.8320221,1.2934227
R124987D,GREAT CHARGE PTE. LTD.,1,R124987D-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,460,Yes,103.8320221,1.2934227
R124989A,GREAT CHARGE PTE. LTD.,1,R124989A-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,459,Yes,103.8320221,1.2934227
R124990D,GREAT CHARGE PTE. LTD.,1,R124990D-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,458,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-001,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-002,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-003,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-004,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-005,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-006,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-007,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R124993E,GREAT CHARGE PTE. LTD.,8,R124993E-008,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,'-,Yes,103.8320221,1.2934227
R125102E,SHELL SINGAPORE PTE. LTD.,1,R125102E-001,Type 2,22,188770,585,NORTH BRIDGE ROAD,24 HOUR WALK-IN CLINIC ACCIDENT & EMERGENCY (RAFFLES HOSPITAL),L5,228,Yes,103.8572437,1.3011433
R125103K,SHELL SINGAPORE PTE. LTD.,1,R125103K-001,Type 2,22,188770,585,NORTH BRIDGE ROAD,24 HOUR WALK-IN CLINIC ACCIDENT & EMERGENCY (RAFFLES HOSPITAL),L5,230,Yes,103.8572437,1.3011433
R125104B,SHELL SINGAPORE PTE. LTD.,1,R125104B-001,Type 2,22,188770,585,NORTH BRIDGE ROAD,24 HOUR WALK-IN CLINIC ACCIDENT & EMERGENCY (RAFFLES HOSPITAL),L5,230,Yes,103.8572437,1.3011433
R125183B,CITY ENERGY GO PTE. LTD.,2,R125183B-001,CCS 2,50,219568,1,NORTHUMBERLAND ROAD,PICCADILLY GALLERIA/PICCADILLY GRAND,L01,6,Yes,103.8525998,1.311672
R125183B,CITY ENERGY GO PTE. LTD.,2,R125183B-002,Type 2,43,219568,1,NORTHUMBERLAND ROAD,PICCADILLY GALLERIA/PICCADILLY GRAND,L01,6,Yes,103.8525998,1.311672
R125184F,CITY ENERGY GO PTE. LTD.,2,R125184F-001,CCS 2,60,159361,19,JALAN KILANG BARAT,ACETECH CENTRE,L1,27,Yes,103.8091258,1.2848236
R125184F,CITY ENERGY GO PTE. LTD.,2,R125184F-002,CCS 2,60,159361,19,JALAN KILANG BARAT,ACETECH CENTRE,L1,27,Yes,103.8091258,1.2848236
R125211A,EV MOBILITY PTE. LTD.,1,R125211A-001,Type 2,22,128424,237,PANDAN LOOP,WESTECH BUILDING,L2,31,Yes,103.7513466,1.3129026
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-001,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-002,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-003,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-004,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-005,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-006,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-007,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125218G,GREAT CHARGE PTE. LTD.,8,R125218G-008,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125219R,GREAT CHARGE PTE. LTD.,1,R125219R-001,Type 2,22,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3A,477,Yes,103.8320221,1.2934227
R125250Z,SHELL SINGAPORE PTE. LTD.,1,R125250Z-001,Type 2,22,188770,585,NORTH BRIDGE ROAD,RAFFLES HOSPITAL,L5,231,Yes,103.8574655,1.3011815
R125251C,SHELL SINGAPORE PTE. LTD.,1,R125251C-001,Type 2,22,188770,585,NORTH BRIDGE ROAD,RAFFLES HOSPITAL,L5,232,Yes,103.8574655,1.3011815
R125252G,SHELL SINGAPORE PTE. LTD.,1,R125252G-001,Type 2,22,188770,585,NORTH BRIDGE ROAD,RAFFLES HOSPITAL,L5,233,Yes,103.8574655,1.3011815
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-001,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-002,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-003,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-004,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-005,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-006,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-007,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125304A,GREAT CHARGE PTE. LTD.,8,R125304A-008,CCS 2,480,237994,1,KIM SENG PROMENADE,GREAT WORLD CITY,B3,'-,Yes,103.8320221,1.2934227
R125391Z,CHARGE+ PTE. LTD.,2,R125391Z-001,CCS 2,120,678040,380,UPPER BUKIT TIMAH ROAD,THE RAIL MALL,L1,21 & 22,Yes,103.7681377,1.3577305
R125391Z,CHARGE+ PTE. LTD.,2,R125391Z-002,CCS 2,120,678040,380,UPPER BUKIT TIMAH ROAD,THE RAIL MALL,L1,21 & 22,Yes,103.7681377,1.3577305
R125400A,SHELL SINGAPORE PTE. LTD.,1,R125400A-001,Type 2,7,350133,133,POTONG PASIR AVENUE 1,,L1,42,Yes,103.8661192,1.3347329
R125526K,SHELL SINGAPORE PTE. LTD.,1,R125526K-001,Type 2,22,128477,25,PANDAN CRESCENT,TIC TECH CENTRE,B1,58,Yes,103.7574918,1.3071861
R125527B,SHELL SINGAPORE PTE. LTD.,1,R125527B-001,Type 2,22,128477,25,PANDAN CRESCENT,TIC TECH CENTRE,B1,57,Yes,103.7574918,1.3071861
R125528F,SHELL SINGAPORE PTE. LTD.,1,R125528F-001,Type 2,22,128477,25,PANDAN CRESCENT,TIC TECH CENTRE,B1,56,Yes,103.7574918,1.3071861
R100753E,KED ENERGY PTE. LTD.,1,R100753E-001,Type 2,11,18906,1,STRAITS BOULEVARD,SINGAPORE CHINESE CULTURAL CENTRE,L5,65,Yes,103.8495764,1.2758292
R100755B,KED ENERGY PTE. LTD.,1,R100755B-001,Type 2,11,18906,1,STRAITS BOULEVARD,SINGAPORE CHINESE CULTURAL CENTRE,L5,66,Yes,103.8495764,1.2758292
R101853K,KED ENERGY PTE. LTD.,2,R101853K-001,CCS 2,60,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R101853K,KED ENERGY PTE. LTD.,2,R101853K-002,CCS 2,60,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R101854B,KED ENERGY PTE. LTD.,2,R101854B-001,CCS 2,60,18906,1,STRAITS BOULEVARD,SINGAPORE CHINESE CULTURAL CENTRE,L5,67 & 68,Yes,103.8495764,1.2758292
R101854B,KED ENERGY PTE. LTD.,2,R101854B-002,CCS 2,60,18906,1,STRAITS BOULEVARD,SINGAPORE CHINESE CULTURAL CENTRE,L5,67 & 68,Yes,103.8495764,1.2758292
R101869F,KED ENERGY PTE. LTD.,2,R101869F-001,CHAdeMO,30,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R101869F,KED ENERGY PTE. LTD.,2,R101869F-002,CCS 2,30,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R101870K,KED ENERGY PTE. LTD.,2,R101870K-001,CCS 2,60,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R101870K,KED ENERGY PTE. LTD.,2,R101870K-002,CCS 2,60,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R101872F,KED ENERGY PTE. LTD.,2,R101872F-001,CCS 2,60,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L1,,Yes,103.7543414,1.336831
R101872F,KED ENERGY PTE. LTD.,2,R101872F-002,CCS 2,60,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L1,,Yes,103.7543414,1.336831
R101873Z,KED ENERGY PTE. LTD.,2,R101873Z-001,CCS 2,190,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L1,,Yes,103.7543414,1.336831
R101873Z,KED ENERGY PTE. LTD.,2,R101873Z-002,CCS 2,190,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L1,,Yes,103.7543414,1.336831
R112875B,KED ENERGY PTE. LTD.,2,R112875B-001,CCS 2,60,609933,1A,INTERNATIONAL BUSINESS PARK,TOLARAM,B1,102,Yes,103.7479504,1.327838
R112875B,KED ENERGY PTE. LTD.,2,R112875B-002,CCS 2,60,609933,1A,INTERNATIONAL BUSINESS PARK,TOLARAM,B1,102,Yes,103.7479504,1.327838
R112876F,KED ENERGY PTE. LTD.,2,R112876F-001,CHAdeMO,60,486162,10,CHANGI SOUTH LANE,OSSIA BUILDING,L1,'-,Yes,103.9519255,1.3310942
R112876F,KED ENERGY PTE. LTD.,2,R112876F-002,CCS 2,60,486162,10,CHANGI SOUTH LANE,OSSIA BUILDING,L1,'-,Yes,103.9519255,1.3310942
R112883R,KED ENERGY PTE. LTD.,2,R112883R-001,CCS 2,60,757716,29,WOODLANDS INDUSTRIAL PARK E1,NORTHTECH,B1,104,Yes,103.8000193,1.4557676
R112883R,KED ENERGY PTE. LTD.,2,R112883R-002,CCS 2,60,757716,29,WOODLANDS INDUSTRIAL PARK E1,NORTHTECH,B1,104,Yes,103.8000193,1.4557676
R113061E,KED ENERGY PTE. LTD.,2,R113061E-001,CCS 2,120,128466,10,PANDAN CRESCENT,,L1,105,Yes,103.7592759,1.3055642
R113061E,KED ENERGY PTE. LTD.,2,R113061E-002,CCS 2,120,128466,10,PANDAN CRESCENT,,L1,105,Yes,103.7592759,1.3055642
R113062K,KED ENERGY PTE. LTD.,2,R113062K-001,CCS 2,120,609933,1A,INTERNATIONAL BUSINESS PARK,,B1,68,Yes,103.7479504,1.327838
R113062K,KED ENERGY PTE. LTD.,2,R113062K-002,CCS 2,120,609933,1A,INTERNATIONAL BUSINESS PARK,,B1,68,Yes,103.7479504,1.327838
R113064F,KED ENERGY PTE. LTD.,2,R113064F-001,CCS 2,120,757322,280,WOODLANDS INDUSTRIAL PARK E5,HARVEST @ WOODLANDS,L1,C85,Yes,103.7910952,1.4513251
R113064F,KED ENERGY PTE. LTD.,2,R113064F-002,CCS 2,120,757322,280,WOODLANDS INDUSTRIAL PARK E5,HARVEST @ WOODLANDS,L1,C85,Yes,103.7910952,1.4513251
R113065Z,KED ENERGY PTE. LTD.,2,R113065Z-001,CCS 2,120,757322,280,WOODLANDS INDUSTRIAL PARK E5,HARVEST @ WOODLANDS,L1,C83,Yes,103.7910952,1.4513251
R113065Z,KED ENERGY PTE. LTD.,2,R113065Z-002,CCS 2,120,757322,280,WOODLANDS INDUSTRIAL PARK E5,HARVEST @ WOODLANDS,L1,C83,Yes,103.7910952,1.4513251
R113187B,KED ENERGY PTE. LTD.,2,R113187B-001,CCS 2,120,408942,67,UBI AVENUE 1,DBS STARHUB GREEN BUILDING,L1,54,Yes,103.8927273,1.3243498
R113187B,KED ENERGY PTE. LTD.,2,R113187B-002,CCS 2,120,408942,67,UBI AVENUE 1,DBS STARHUB GREEN BUILDING,L1,54,Yes,103.8927273,1.3243498
R113816B,KED ENERGY PTE. LTD.,1,R113816B-001,Type 2,22,408942,67,UBI AVENUE 1,DBS STARHUB GREEN BUILDING,L1,19,Yes,103.8927273,1.3243498
R113822C,KED ENERGY PTE. LTD.,1,R113822C-001,Type 2,22,408942,67,UBI AVENUE 1,DBS STARHUB GREEN BUILDING,L1,20,Yes,103.8927273,1.3243498
R113824R,KED ENERGY PTE. LTD.,1,R113824R-001,Type 2,22,408942,67,UBI AVENUE 1,DBS STARHUB GREEN BUILDING,L1,22,Yes,103.8927273,1.3243498
R113825D,KED ENERGY PTE. LTD.,1,R113825D-001,Type 2,22,408942,67,UBI AVENUE 1,DBS STARHUB GREEN BUILDING,L1,23,Yes,103.8927273,1.3243498
R114413B,KED ENERGY PTE. LTD.,1,R114413B-001,Type 2,22,608586,48,TOH GUAN ROAD EAST,ENTERPRISE HUB,L4,,Yes,103.7543414,1.336831
R105285A,SHELL SINGAPORE PTE. LTD.,2,R105285A-001,CCS 2,50,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,1,Yes,103.8585526,1.2957115
R105285A,SHELL SINGAPORE PTE. LTD.,2,R105285A-002,Type 2,43,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,1,Yes,103.8585526,1.2957115
R105820H,SHELL SINGAPORE PTE. LTD.,2,R105820H-001,CCS 2,50,248994,2,JERVOIS ROAD,,L1,,Yes,103.825974,1.2933477
R105820H,SHELL SINGAPORE PTE. LTD.,2,R105820H-002,Type 2,43,248994,2,JERVOIS ROAD,,L1,,Yes,103.825974,1.2933477
R106569H,SHELL SINGAPORE PTE. LTD.,1,R106569H-001,Type 2,7,561613,613A,ANG MO KIO AVENUE 4,,L3,181,Yes,103.8388348,1.3779771
R106570R,SHELL SINGAPORE PTE. LTD.,1,R106570R-001,Type 2,7,561613,613A,ANG MO KIO AVENUE 4,,L3,182,Yes,103.8388348,1.3779771
R106574E,SHELL SINGAPORE PTE. LTD.,1,R106574E-001,Type 2,7,561613,613A,ANG MO KIO AVENUE 4,,L3,183,Yes,103.8388348,1.3779771
R106575K,SHELL SINGAPORE PTE. LTD.,1,R106575K-001,Type 2,7,560227,227,ANG MO KIO STREET 23,ANG MO KIO COURT,L3,102,Yes,103.8403011,1.3687411
R106576B,SHELL SINGAPORE PTE. LTD.,1,R106576B-001,Type 2,7,560227,227,ANG MO KIO STREET 23,ANG MO KIO COURT,L3,103,Yes,103.8403011,1.3687411
R106577F,SHELL SINGAPORE PTE. LTD.,1,R106577F-001,Type 2,7,560227,227,ANG MO KIO STREET 23,ANG MO KIO COURT,L3,104,Yes,103.8403011,1.3687411
R106578Z,SHELL SINGAPORE PTE. LTD.,1,R106578Z-001,Type 2,7,563309,309B,ANG MO KIO STREET 31,TECK GHEE VISTA,L3,231,Yes,103.8460886,1.3646977
R106579C,SHELL SINGAPORE PTE. LTD.,1,R106579C-001,Type 2,7,563309,309B,ANG MO KIO STREET 31,TECK GHEE VISTA,L3,232,Yes,103.8460886,1.3646977
R106580F,SHELL SINGAPORE PTE. LTD.,1,R106580F-001,Type 2,7,563309,309B,ANG MO KIO STREET 31,TECK GHEE VISTA,L3,233,Yes,103.8460886,1.3646977
R106581Z,SHELL SINGAPORE PTE. LTD.,1,R106581Z-001,Type 2,7,560455,455,ANG MO KIO STREET 44,TECK GHEE PARKVIEW,L3,127,Yes,103.8573035,1.3686107
R106582C,SHELL SINGAPORE PTE. LTD.,1,R106582C-001,Type 2,7,560455,455,ANG MO KIO STREET 44,TECK GHEE PARKVIEW,L3,128,Yes,103.8573035,1.3686107
R106583G,SHELL SINGAPORE PTE. LTD.,1,R106583G-001,Type 2,7,560455,455,ANG MO KIO STREET 44,TECK GHEE PARKVIEW,L3,129,Yes,103.8573035,1.3686107
R106584R,SHELL SINGAPORE PTE. LTD.,1,R106584R-001,Type 2,7,531548,548A,HOUGANG STREET 51,MULTI STOREY CAR PARK,L3,113,Yes,103.8911938,1.3790044
R106585D,SHELL SINGAPORE PTE. LTD.,1,R106585D-001,Type 2,7,531548,548A,HOUGANG STREET 51,MULTI STOREY CAR PARK,L3,114,Yes,103.8911938,1.3790044
R106586H,SHELL SINGAPORE PTE. LTD.,1,R106586H-001,Type 2,7,531548,548A,HOUGANG STREET 51,MULTI STOREY CAR PARK,L3,115,Yes,103.8911938,1.3790044
R106587A,SHELL SINGAPORE PTE. LTD.,1,R106587A-001,Type 2,7,531567,567A,HOUGANG STREET 51,MULTI STOREY CAR PARK,L3,107,Yes,103.8885084,1.3789736
R106588E,SHELL SINGAPORE PTE. LTD.,1,R106588E-001,Type 2,7,531567,567A,HOUGANG STREET 51,MULTI STOREY CAR PARK,L3,108,Yes,103.8885084,1.3789736
R106590A,SHELL SINGAPORE PTE. LTD.,1,R106590A-001,Type 2,7,531567,567A,HOUGANG STREET 51,MULTI STOREY CAR PARK,L3,109,Yes,103.8885084,1.3789736
R106606K,SHELL SINGAPORE PTE. LTD.,1,R106606K-001,Type 2,7,531909,909A,HOUGANG STREET 91,MULTI STOREY CAR PARK,L3,166,Yes,103.8835515,1.3783045
R106611F,SHELL SINGAPORE PTE. LTD.,1,R106611F-001,Type 2,7,531909,909A,HOUGANG STREET 91,MULTI STOREY CAR PARK,L3,167,Yes,103.8835515,1.3783045
R106619E,SHELL SINGAPORE PTE. LTD.,1,R106619E-001,Type 2,7,531909,909A,HOUGANG STREET 91,MULTI STOREY CAR PARK,L3,168,Yes,103.8835515,1.3783045
R106622E,SHELL SINGAPORE PTE. LTD.,1,R106622E-001,Type 2,7,531931,931A,HOUGANG STREET 91,MULTI STOREY CAR PARK,L3,143,Yes,103.8804913,1.3760481
R106624B,SHELL SINGAPORE PTE. LTD.,1,R106624B-001,Type 2,7,531931,931A,HOUGANG STREET 91,MULTI STOREY CAR PARK,L3,144,Yes,103.8804913,1.3760481
R106625F,SHELL SINGAPORE PTE. LTD.,1,R106625F-001,Type 2,7,531931,931A,HOUGANG STREET 91,MULTI STOREY CAR PARK,L3,145,Yes,103.8804913,1.3760481
